hash,trainerName,lang,text
775134f34ccabf04,"Vincent",de,"Dialog B: Wer zu Hause wohnt"
107fef53d1524555,"Vincent",de,"Dialog B: Wo das Büro ist"
8d9d2ad66c654331,"Vincent",de,"Die Affen sind energisch."
3e1a549bf05d4a7b,"Vincent",de,"Die Ampel ist an der Ecke."
92c33c9cb1c4f5ec,"Vincent",de,"Die Ampel steht an der Kreuzung."
178965853641a063,"Vincent",de,"Die Aussicht vom Berggipfel"
f8d3985ebcf998dd,"Vincent",de,"Die Bären sind gruselig."
da6d7e5973f02446,"Vincent",de,"Die deutschen Personalpronomen sind: ich, du, er/sie/es, wir, ihr, sie (Plural) und Sie (höflich)."
b71534a25e9eda90,"Vincent",de,"Die Elefanten sind groß."
e907a80070f15985,"Vincent",de,"Die Endung -e kommt bei femininen und pluralen Nomen dazu, sonst bleibt die Grundform."
5a28ed95ed79f543,"Vincent",de,"Die Firma ist groß."
33d37bd995a4f6df,"Vincent",de,"Die Grundzahlen 1-12 sind: eins, zwei, drei, vier, fünf, sechs, sieben, acht, neun, zehn, elf, zwölf."
dafc2e3282445416,"Vincent",de,"Die Herkunft wird mit aus + Land ausgedrückt: Ich komme aus Frankreich — die meisten Ländernamen brauchen dabei keinen Artikel."
e484d8f91fc868ca,"Vincent",de,"Die Insel ist kleiner als das Tal."
2aa16f836cf965ef,"Vincent",de,"Die ist meine."
ae1ddb8877355912,"Vincent",de,"Die Karte ist auf dem Tisch."
9808523ce5500ce7,"Vincent",de,"Die kleine Spinne"
4baf3da1f7b5c325,"Vincent",de,"Die kleine Spinne klettert die Regenrinne hoch"
abe7b634f3c7db71,"Vincent",de,"Die Kollegin hilft mir."
6a99bc84dc5036ab,"Vincent",de,"Die London Bridge fällt herunter"
de97e9cdecfe74c8,"Vincent",de,"Die Person am Ausgang ist jung."
49468195bf24d15c,"Vincent",de,"Die Pluralform wird am besten zusammen mit jedem Nomen gelernt."
e70c080c5c5ef9d5,"Vincent",de,"Die Prüfung fängt um neun Uhr an."
9315e8c6b5a33293,"Vincent",de,"Die Schafe sind sanft."
b53eaddd6e0a9174,"Vincent",de,"Die Schuhe da sind auffällig."
d4734591c38ac461,"Vincent",de,"Die Schuhe da sind neu."
4a2a47bf5f95495d,"Vincent",de,"Die Sekretärin ruft den Chef an."
40acdc31e89bebd5,"Vincent",de,"Die Sonne kam heraus und trocknete den Regen"
c6ab9c3ba8c14a62,"Vincent",de,"Diese Aufgabe. Könnten Sie sie noch einmal erklären?"
1cd3a0d8ea394ae9,"Vincent",de,"Diese Aussicht werde ich nicht vergessen."
5c1b8992bb688210,"Vincent",de,"Diese Handschuhe sind schlicht."
149e51c43eea1533,"Vincent",de,"Diese hier. Wäre es okay, den Lehrer zu fragen?"
11162deca6ea0081,"Vincent",de,"Diese Hose ist eng."
0960c0f96553db44,"Vincent",de,"Diese Hose ist zu eng."
4981463995470094,"Vincent",de,"Diese Krawatte steht dir gut."
d09643e7ecd1a6e5,"Vincent",de,"Diese Lektion vertieft den Komparativ und Superlativ aus Lektion 15, diesmal mit Wetterthemen, und ergänzt die Adjektivendung: steht der Komparativ oder Superlativ direkt vor einem Nomen, bekommt er dieselbe Endung wie ein normales Adjektiv — der kälteste Tag (nicht ""der kältest Tag"")."
a45130b029fa9d2a,"Vincent",de,"Diese Tomaten sind sehr frisch."
3460eba15b557402,"Vincent",de,"Dieser Hut passt gut."
6556c8feee0548eb,"Vincent",de,"Dieser Mantel ist warm."
1e6d281af6a049ff,"Vincent",de,"Dieser See ist nicht so groß wie jener See."
0675bc9b92d78527,"Vincent",de,"Dieser Taifun ist stärker als der letzte."
619d4bd7fd5a2bed,"Vincent",de,"Dieser Weg ist am einfachsten."
f5bf0572b564327f,"Vincent",de,"Dieser Weg ist der sicherste."
45af00a0f60c51c9,"Vincent",de,"Dieser Weg ist kürzer als jener Weg."
56965c4e5b5d8433,"Vincent",de,"dieser/diese/dieses (""this"") stimmt im Geschlecht mit dem Nomen überein, genau wie der/die/das: dieser Mantel (m), diese Hose (f), dieses Hemd (n)."
7e4550da9df5110e,"Vincent",de,"Dieses Hemd ist modisch."
f14c2eb80ad10d30,"Vincent",de,"Dieses Hemd ist schön."
10e0f89fba35380a,"Vincent",de,"Dieses Hemd ist süß."
5a92e29633cb56a8,"Vincent",de,"Dieses Kleid ist zu klein."
8ec309f342e3922a,"Vincent",de,"Dieses Reiseziel ist am beliebtesten."
be12f02b014ff43b,"Vincent",de,"Ding, dang, dong."
36b13fffbac36508,"Vincent",de,"direkt"
345f7bb6e8831d97,"Vincent",de,"doch"
3debc7907d859b45,"Vincent",de,"Donner"
52eea676583a25d7,"Vincent",de,"Donnerstag"
830bba51e4904e2b,"Vincent",de,"Dorf"
e5c38e1f8d18af7a,"Vincent",de,"Dose"
7a5ebecd7e835aaf,"Vincent",de,"drei"
b411e7fec210419e,"Vincent",de,"Drei Jahre alt. Sie ist sehr lebhaft."
6ffafcddd4b652a4,"Vincent",de,"du"
b77a8fe7aaea726d,"Vincent",de,"Du bestellst die Suppe."
c242a792f999a8cc,"Vincent",de,"Du blutest."
1507d8ffe81c4a96,"Vincent",de,"Du darfst die Kaninchen berühren."
5107569a4a45d81a,"Vincent",de,"Du hast große Hände."
02c7289577be53de,"Vincent",de,"Du hast recht. Ich werde mich etwas entspannen."
8ab5a0753a341206,"Vincent",de,"Du hast schöne Augen."
f9cabf29005e55b9,"Vincent",de,"Du wirkst niedergeschlagen. Geht es dir gut?"
b2619091cbe296ca,"Vincent",de,"Du wirst bestimmt toll aussehen!"
adc5d9abb632fd7b,"Vincent",de,"du-Form: Pronomen weglassen, oft auch die Endung -st (du ruhst → Ruh dich aus!)."
1bd5afb1c658839b,"Vincent",de,"dunkel"
049bfa290fa3a31b,"Vincent",de,"dünn, schlank"
d43a4ae7d7050462,"Vincent",de,"durstig werden"
5d353841f51f1334,"Vincent",de,"E-Mail"
39618e05e36e1ab4,"Vincent",de,"Ecke"
a99571a1a5962cfa,"Vincent",de,"Ehefrau"
fe17610934fa2857,"Vincent",de,"Ehemann"
54163c315a5a3834,"Vincent",de,"Ei"
f1f33bf7bc3f0d31,"Vincent",de,"Ein bisschen."
52abe51c87acb2cd,"Vincent",de,"Ein Euro pro Stück."
8edb8aba7ab8f940,"Vincent",de,"Ein großer Mann."
b4ef145761a29ff0,"Vincent",de,"Ein Hotel in Meeresnähe wäre schön."
b12ac2d8c5685d02,"Vincent",de,"ein Hund, zwei Hunde"
ffbef4eab8f0f367,"Vincent",de,"Ein kleiner, zwei kleine, drei kleine Finger"
3266f30ab8b12a07,"Vincent",de,"Ein kleines Kind."
0e48737e27386dae,"Vincent",de,"ein Panda, zwei Pandas"
f3b4e35c5ce8a0d3,"Vincent",de,"ein Pferd, zwei Pferde"
3d081f9c49482c88,"Vincent",de,"ein Schaf, zwei Schafe"
27160cdd6b5513e4,"Vincent",de,"Ein Urlaubsziel auswählen"
2826da4cc7696257,"Vincent",de,"ein Vogel, zwei Vögel"
3f5236d2c5435566,"Vincent",de,"einchecken"
6a3236f1bc33ef1d,"Vincent",de,"eine Frage stellen"
b077689b6940e9c6,"Vincent",de,"eine Katze, zwei Katzen"
38f7ad366373de40,"Vincent",de,"Eine schlanke Frau."
6e20de1b1d941b2e,"Vincent",de,"eine Sorge"
ff8e8fcd08a5aaec,"Vincent",de,"Einen Koffer und einen Reiseführer."
02569f0d7fc9f184,"Vincent",de,"Einführung"
92e8b9147856ffdb,"Vincent",de,"Einige Verben ändern dabei den Stammvokal, z."
c564d2a5e00acf8b,"Vincent",de,"Einkaufen"
72765f89152c025b,"Vincent",de,"Einkaufskorb"
8872461f03065898,"Vincent",de,"einpacken"
739084a0669802e0,"Vincent",de,"einsam"
691a621ca779bf9b,"Vincent",de,"Einschulungsfeier"
2a35446727e01854,"Vincent",de,"einsteigen, fahren mit"
6dbc151f1616a891,"Vincent",de,"Einzug"
db4dde7875b0f9ec,"Vincent",de,"Elefant"
14b6a6093bf5c440,"Vincent",de,"Eltern"
0ccc43f3fe5d4efa,"Vincent",de,"enden"
0e25e3329ec7af88,"Vincent",de,"energisch wirkend"
e43710d07af9ed22,"Vincent",de,"energisch, gesund"
cd27e54221803263,"Vincent",de,"eng"
55640f1731890f63,"Vincent",de,"Englisch (Sprache)"
e7b007b9fba14cd2,"Vincent",de,"entscheiden"
1d78d548b1237270,"Vincent",de,"Entschuldigen Sie die Störung. Was für ein geräumiges Haus."
6ec3b21bc73a389a,"Vincent",de,"Entschuldigung, ich habe mich verirrt."
e164a766545b557c,"Vincent",de,"Entschuldigung, ist das scharf?"
0328ceaa66473208,"Vincent",de,"Entschuldigung, können Sie mir den Weg zum Sakura-Hotel zeigen?"
dee251a2648e57c4,"Vincent",de,"entspannen"
7c4f2703108c3ce2,"Vincent",de,"entspannt, bequem"
35058dc701ed8add,"Vincent",de,"Er fährt mit dem Fahrrad zur Schule."
eda67448bdd378be,"Vincent",de,"Er füttert die Hühner."
8df9eefffae6b469,"Vincent",de,"Er hat große Hände."
0928b6c47f0df317,"Vincent",de,"Er hat keinen Stress."
c0f97efa492ed4ac,"Vincent",de,"Er hat lange Beine."
72e9c18156fa9381,"Vincent",de,"Er hat viele Geschwister."
f49991b6a4832159,"Vincent",de,"Er hat wenige Kunden heute."
097f2305f963989f,"Vincent",de,"Er hilft mir nicht bei der Arbeit."
294638c8a796c228,"Vincent",de,"Er isst gern Fisch."
ac37d85672aaf78b,"Vincent",de,"Er ist Arzt. Er arbeitet in einem Krankenhaus."
134b19318b040434,"Vincent",de,"Er ist fünfzehn. Er ist Schüler."
49c40d11f4df833b,"Vincent",de,"Er ist groß."
4791026dd4d1907d,"Vincent",de,"Er ist kleiner als das Meer, aber wunderschön."
14651430d7db706e,"Vincent",de,"Er ist nicht müde."
188fa57ab99cd8d2,"Vincent",de,"Er klopfte knick-knack auf meinen Daumen"
5f1fdc84eca22643,"Vincent",de,"Er kommt aus China."
b6d64617476cb1bc,"Vincent",de,"Er läuft am schnellsten."
0be8bd4efa4ad620,"Vincent",de,"Er sieht stark aus."
48e3459f69ccac33,"Vincent",de,"Er steigt an der nächsten Haltestelle aus."
4553aeb97fd6eed2,"Vincent",de,"Er trägt eine auffällige Brille."
3600967fb5c1c4d6,"Vincent",de,"Er trinkt gern Tee."
95921bc2bf3617dc,"Vincent",de,"Er war klein und ein sehr energischer Hund."
22beb8ae6d3d40e0,"Vincent",de,"Erfahrung"
933913a451969964,"Vincent",de,"Erfolg"
9af12c9387cab8dd,"Vincent",de,"Erinnern Sie sich an die Farbe ihrer Kleidung?"
443604742e273d4c,"Vincent",de,"erklären, beschreiben"
a6c0fb5cb1cefe3d,"Vincent",de,"Erklärung"
925b027aa73b633a,"Vincent",de,"erster Zug"
f0a1a8b3bb069b00,"Vincent",de,"erzählen"
3463af0738ad6683,"Vincent",de,"Es gibt auch einen Garten. Möchtest du ihn sehen?"
fa5a04766893ebc4,"Vincent",de,"Es gibt kein Wechselgeld (passend gezahlt)."
64eb692a80ff648d,"Vincent",de,"Es gibt überhaupt keine Wolken."
3c43c9942e17186f,"Vincent",de,"Es gibt viele Sonderangebote."
f11d255f83b80bef,"Vincent",de,"Es gibt wenige frische Äpfel."
6a52abc4206edfa2,"Vincent",de,"Es heißt, der Wind wird auch stark."
bee3c2bb93a6a27a,"Vincent",de,"Es ist ein bisschen voll."
bdf197c1420b008f,"Vincent",de,"Es ist eine Arbeitsparty, also wäre etwas Formelleres gut."
816cea8a361f0f5c,"Vincent",de,"Es ist einigermaßen sicher, aber Regentage sind hart."
bdd83e6e9e339a02,"Vincent",de,"Es ist im Gebäude vor dem Bahnhof."
36f35bf4e9387a24,"Vincent",de,"Es ist interessant, wie sich die Jahreszeiten unterscheiden."
08ae5118d27a8bc3,"Vincent",de,"Es ist kalt, also nimm auch einen Mantel mit."
8e07e136bb707171,"Vincent",de,"Es ist mir peinlich, und ich könnte weinen."
3650b233ffbee007,"Vincent",de,"Es ist okay, wenn wir leise sprechen."
28f5bbd834be3a9e,"Vincent",de,"Es ist sehr hell."
fb55273a61d67196,"Vincent",de,"Es sind sehr sanfte Tiere."
d17cb5ff704eb975,"Vincent",de,"Es steht dir!"
15d0059a23cfaac9,"Vincent",de,"Es tut ein bisschen weh."
1e4fc19a3647687b,"Vincent",de,"Es tut mir im Rücken weh."
af6fc86f7595f2d9,"Vincent",de,"Es war sehr lecker. Danke für das Essen."
16c1cd155343719b,"Vincent",de,"Es wird schon gut gehen. Warum versuchen Sie nicht, ihn zu kontaktieren?"
4ac0be636bd39592,"Vincent",de,"essen"
2eb9208e1d389fbb,"Vincent",de,"Essen"
ee368ab2630324ab,"Vincent",de,"essen → er/sie isst (e → i)."
c02125a672e02ae4,"Vincent",de,"Etwa zehn Minuten."
3f239cfe6f7f738e,"Vincent",de,"Euro"
b83ad345fba5d67a,"Vincent",de,"Europa"
6327b05a97227dbe,"Vincent",de,"Fähre"
b28506107605febc,"Vincent",de,"fahren"
4e94121aecd0c23b,"Vincent",de,"fahren, steuern"
d13416ecf56d949a,"Vincent",de,"Fahrer/in"
a9ed9e3099bb9622,"Vincent",de,"Fahrkarte"
5d0303f73c9310d1,"Vincent",de,"Fahrpreis"
07acdb6b10432619,"Vincent",de,"Fahrrad"
837687090aa15b21,"Vincent",de,"Fälle"
1c83fac237ecd528,"Vincent",de,"Falls es noch wehtut, geh bitte ins Krankenhaus."
d534115b25ea8440,"Vincent",de,"Falls sich etwas ändert, sag mir Bescheid."
144f503eb1476550,"Vincent",de,"Falls Sie noch Fieber haben, kommen Sie bitte vorbei."
c3f430368ea7db04,"Vincent",de,"fällt herunter, fällt herunter"
8aaeded3d2666652,"Vincent",de,"Familie"
52d991885333cfbd,"Vincent",de,"Fantastisch! Herzlichen Glückwunsch."
638f1739b3e1dec4,"Vincent",de,"Farbe"
aaa85abe6f2418e8,"Vincent",de,"fehlen"
f0dc19acebaf2df2,"Vincent",de,"Feld"
27bf2e20f672d9c3,"Vincent",de,"Fenster"
dd7a47044075b2e0,"Vincent",de,"Feuer"
151833c012f6ef2b,"Vincent",de,"Fieber"
cde23ad65f134355,"Vincent",de,"finden"
858cfa4d6976060b,"Vincent",de,"Finger"
f3425d6e5ec327f5,"Vincent",de,"Firma"
baec3367b7d83579,"Vincent",de,"Firma, Büro"
53aa7e8fd1c8ed41,"Vincent",de,"Firmenchef/in"
c3a334068e0cb3a0,"Vincent",de,"Fisch"
b46edafb83cbe5c6,"Vincent",de,"flach"
30b67bcd5e495213,"Vincent",de,"Fleisch"
699f74931b7dfbab,"Vincent",de,"Fliegen wir oder fahren wir mit dem Zug?"
b1e8959a7ba7779f,"Vincent",de,"Flug"
893a3eb894f813c0,"Vincent",de,"Flughafen"
928296cf1229a013,"Vincent",de,"Flugzeug"
e71ab7b52febbeb1,"Vincent",de,"Fluss"
587589ad1fe45524,"Vincent",de,"Flüsse"
4e5c6f49c504ce70,"Vincent",de,"Foto"
c424e2ad405d6321,"Vincent",de,"Frage"
bde9ffa2a511559d,"Vincent",de,"Frankreich"
d30abe88540eebce,"Vincent",de,"Frau"
d3e36759478d7638,"Vincent",de,"frei (Zeit verfügbar)"
4a00bf1b28e417b3,"Vincent",de,"freier Tag"
839236f8e6db2e59,"Vincent",de,"Freund"
22d6b808692318e9,"Vincent",de,"freundlich"
5609b59fb5310f50,"Vincent",de,"freundlich wirkend"
4f72ac2f8887206d,"Vincent",de,"Freut mich, woher kommen Sie?"
97e83e877701d662,"Vincent",de,"Freut mich. Ich bin Ai."
cd4b6302d5c30659,"Vincent",de,"Freut mich. Ich bin Tom."
7910607f44696cd5,"Vincent",de,"frisch"
432b76962a3b0865,"Vincent",de,"froh"
86587453499186d0,"Vincent",de,"Fröhlich, fröhlich, fröhlich, fröhlich"
30ac66c23ce85c88,"Vincent",de,"früh"
ae4788e2ba4c510f,"Vincent",de,"Frühling"
609b3cea2bb648ff,"Vincent",de,"Frühstück"
36b2d08bccdc8878,"Vincent",de,"fühlen"
86e5af8e363dd704,"Vincent",de,"Fünfter Stock. Neben dem Fahrstuhl."
c4a92ba0e3dc5e14,"Vincent",de,"Funkle, funkle kleiner Stern"
3cb72ac11a1823ee,"Vincent",de,"Funkle, funkle, kleiner Stern"
e9cf5b92491c9f7a,"Vincent",de,"Für ""that"" fügt man im Deutschen meist einfach da oder dort nach dem Nomen hinzu, statt ein eigenes Wort zu benutzen: die Schuhe da (those shoes)."
4585711504eefc2f,"Vincent",de,"Für Dienstag ist nichts Besonderes geplant."
1f5bedde03549d58,"Vincent",de,"Für Städte und Länder ohne Artikel benutzt man nach: nach Berlin, nach Deutschland."
aa22a138d9c2ed6b,"Vincent",de,"Fuß"
5326f9d59b0fdf79,"Vincent",de,"füttern"
d68f38bf54546f7e,"Vincent",de,"Garten"
ca7e5ecf131729f3,"Vincent",de,"geboren werden"
605fd51388e8b034,"Vincent",de,"gefährlich"
d15992fa582cba57,"Vincent",de,"Gefühl"
eae2011333c3ec93,"Vincent",de,"Gefühle"
a62b8dfd5248e93d,"Vincent",de,"gefunden werden"
8209d7310878da1e,"Vincent",de,"Geh an die Ecke!"
82b9cf44b9cc9997,"Vincent",de,"Geh hinter das Gebäude!"
13ca69139f8129dc,"Vincent",de,"Geh ins Krankenhaus!"
a907a6b1f90875b7,"Vincent",de,"Gehalt"
df2cca9ea2b8c244,"Vincent",de,"gehen"
1946cc74610b58c0,"Vincent",de,"Gehen Sie an die Ecke."
fd998e0e7140a4f3,"Vincent",de,"Gehen Sie diese Straße geradeaus."
ce0ccdea6ba0d552,"Vincent",de,"Gehen Sie diese Straße nach Norden."
cfbfa31e2fbcaab5,"Vincent",de,"Gehört dieser Regenschirm auch ihm?"
215c92ac1bf80065,"Vincent",de,"Geht es dir gut? Du siehst traurig aus."
d909fc0ffc26af2b,"Vincent",de,"Geht es dir gut? Zeig mal."
b0aaf46be3aebf38,"Vincent",de,"Geht es Ihnen gut? Wohin möchten Sie?"
a08a46d55a5fd776,"Vincent",de,"Geht ins Krankenhaus!"
2f07fac8393b5d2d,"Vincent",de,"Geht zwanzig Euro nicht?"
6b251f8cd70cab09,"Vincent",de,"Geld"
38ec47a6d8f6acda,"Vincent",de,"Gemüse"
8416954e9eb610b7,"Vincent",de,"Gemüseladen"
fe94c8201fb96b2d,"Vincent",de,"Genau. Im Februar liegt noch Schnee."
356da0ec60283659,"Vincent",de,"Genau. Sollen wir als Nächstes die Löwen sehen?"
833178cc212f0d1c,"Vincent",de,"genesen, heilen"
3bc2104c2126ca26,"Vincent",de,"Georgien"
b015090af125cda1,"Vincent",de,"Gepäck"
dcc2a65eea650f8b,"Vincent",de,"gepflegt"
cd1e73748a73946b,"Vincent",de,"gerade"
6106dc6ca9bb31d1,"Vincent",de,"geräumig"
78c7ef7c89b078b2,"Vincent",de,"Gern geschehen. Gute Reise!"
40806cd5553a3cdc,"Vincent",de,"Gern geschehen. Passen Sie auf sich auf!"
f53944350c8d3b60,"Vincent",de,"Gerne."
11fd7cd1dd9f01c2,"Vincent",de,"Geschäft, Laden"
ded3296198b6f0b5,"Vincent",de,"Geschichte"
efba51fe6f6ea80c,"Vincent",de,"Geschwister"
44359363e2172f7c,"Vincent",de,"Gesicht"
c16a531f64025ec8,"Vincent",de,"Gespräch"
ebd7f54c1807115e,"Vincent",de,"gestern (kein Partikel)"
9d11fd51e2bfb013,"Vincent",de,"gesund"
3bbab9e3848bec25,"Vincent",de,"gesund, wohlauf"
6cfb47e1618d1dcd,"Vincent",de,"Gesundheit & Anweisungen"
fb182697ad41e162,"Vincent",de,"Getränk"
a9845dbe8e3b40de,"Vincent",de,"Gewässer"
ef04d499092b469b,"Vincent",de,"gib dem Hund einen Knochen"
0f822ebf504f7493,"Vincent",de,"Gibt es auch Pandas?"
c8bbfcd03ceb67d6,"Vincent",de,"Gibt es Aufstiegsmöglichkeiten?"
f9f923c42c028aa2,"Vincent",de,"Gibt es einen Parkplatz?"
40299280740ddcd2,"Vincent",de,"Gibt es gerade einen Stau?"
9ea5dbbf49f7900e,"Vincent",de,"Gibt es Restaurants in der Nähe?"
0832a21d0b9c18d8,"Vincent",de,"Giraffe"
dba20488111b19f0,"Vincent",de,"Glück"
72c00e66c30d9a19,"Vincent",de,"glücklich, froh"
29b76e21cd15e741,"Vincent",de,"Golf"
4663e2e3d02dc2c2,"Vincent",de,"Grad"
6f648ed10b97bdcd,"Vincent",de,"gratis, aufs Haus"
c00f2068803d3cbf,"Vincent",de,"Grenze"
9e5fc803c717654a,"Vincent",de,"groß"
89a54c3b74b007e1,"Vincent",de,"groß (Familie, Haus)"
5f342cbb761e36bd,"Vincent",de,"groß, hoch"
c5c991d877273f3c,"Vincent",de,"Großbritannien, England"
260ca1cf7a149227,"Vincent",de,"Größe"
9bc1497c0923de0a,"Vincent",de,"größer"
a353c84c0cf5022a,"Vincent",de,"Großmutter"
df2dbca5667a83ef,"Vincent",de,"Großvater"
3c2a07caa2d3b8a6,"Vincent",de,"großziehen"
0f7e7d7fe4c91414,"Vincent",de,"grün"
6aef67a491145ce4,"Vincent",de,"Grund"
681557e95ceb77c6,"Vincent",de,"gruselig"
cdb3e7835cb31886,"Vincent",de,"günstig"
668f3483301ed8bc,"Vincent",de,"gut"
0d878a4929c92a8f,"Vincent",de,"gut stehen"
1c7669815fb0f74a,"Vincent",de,"Gut, und dann?"
cbca51ddb111e59e,"Vincent",de,"Gut, verstanden. Danke."
4cddc8cf61f66658,"Vincent",de,"Gut, was ist am Montag?"
df9c6f4fdf69da6c,"Vincent",de,"Gut. Das bestelle ich."
465ba91fc00a47ad,"Vincent",de,"Gut. Geben Sie auch weiterhin Ihr Bestes."
f5d907e38f50232c,"Vincent",de,"Gut. Sie sind dort drüben."
bbbf248519efb040,"Vincent",de,"Gut. Wann soll ich es einnehmen?"
bc92175e890d686b,"Vincent",de,"Gute Idee! Ich nehme das schwarze Kleid."
c205c58b353aa1b7,"Vincent",de,"Gute Idee. Am Mittwoch gibt es noch eine Besprechung."
8f8470466df0201b,"Vincent",de,"Haar"
d3e1b4fb76509e0b,"Vincent",de,"Haare"
b28fb594fdcf853b,"Vincent",de,"haben"
2be85d1786d69998,"Vincent",de,"haben (""to have"") drückt Besitz aus und funktioniert für Menschen, Tiere und Dinge gleichermaßen — im Deutschen gibt es dafür nur ein einziges Verb: ich habe, du hast, er/sie/es hat."
dc9a9872501309ae,"Vincent",de,"haben / existieren (belebt)"
a6f3fe433b2fc478,"Vincent",de,"haben / existieren (unbelebt)"
fb4971b83774198d,"Vincent",de,"Haben Sie auch Eier?"
787893226dacaaeb,"Vincent",de,"Haben Sie auch Husten?"
1741e1f6cdea50c7,"Vincent",de,"Haben Sie die Vorhersage gesehen? Es scheint, dass es morgen regnet."
42c1d11194147cc3,"Vincent",de,"Haben Sie Ihren Spiegel gesehen?"
6dc6d6fa0c2df308,"Vincent",de,"Haben Sie Kopfschmerzen?"
7571c92c131c542f,"Vincent",de,"Haben Sie schon gewählt?"
9d6b2cce4eb34c3e,"Vincent",de,"Haben sie sich gut verstanden?"
ff33b6ed291d36e7,"Vincent",de,"Hafen"
2098b64b5c51ec8b,"Vincent",de,"Hallo, ich bin gerade am Flughafen angekommen."
4f26ac1edc48a6a5,"Vincent",de,"Hallo! Ich bin deine Lehrkraft für diese Lektion."
4e73fdb6fc56f655,"Vincent",de,"Hallo. Darf ich Ihnen ein paar Fragen stellen?"
9373b6cbea9482f7,"Vincent",de,"Hals"
2ed4d9b3fff1668d,"Vincent",de,"Hals, Kehle"
85b72dfa67316b4b,"Vincent",de,"halten (Haustier)"
c772947c479ed470,"Vincent",de,"Hand"
7f82e956d9a2c9d7,"Vincent",de,"Hände, Arme"
d1a7031ca3c1a616,"Vincent",de,"Handschuhe"
ca137919b88f83d0,"Vincent",de,"hart, schwierig"
b390b85d992f93c0,"Vincent",de,"Hase"
e98578445d4e6b34,"Vincent",de,"Hast du auch ein Haustier?"
4ed805ff2a885f51,"Vincent",de,"Hast du die Hausaufgaben von heute schon fertig?"
14e38182fa6632b5,"Vincent",de,"Hast du ein Haustier?"
c96b5bd92520c93b,"Vincent",de,"Hast du einen Bart?"
9a5de82253a11260,"Vincent",de,"Hast du etwas gegessen?"
a19d603cd4868f2d,"Vincent",de,"Hast du viel Stress?"
9f2d8ac731282584,"Vincent",de,"Hattest du schon mal ein Haustier?"
15c4de14f2b3546f,"Vincent",de,"Hattest du schon mal einen Vogel?"
66df5eb89c1dc598,"Vincent",de,"Häufige Muster sind: -e (der Hund → die Hunde), -en/-n (die Katze → die Katzen), Umlaut ohne Endung oder mit -er (der Vogel → die Vögel), und -s meist bei Lehnwörtern (der Panda → die Pandas)."
b9bceb35f5613aa8,"Vincent",de,"Hauptstadt"
9021e6a120d3833f,"Vincent",de,"Haus"
48e5422f62b9792c,"Vincent",de,"Hausaufgabe"
a154abb61324ceb9,"Vincent",de,"Haustier"
1defbb941153d5ad,"Vincent",de,"Heft"
f6bc4ad006c01823,"Vincent",de,"heiß"
f7c01ec7e7285f37,"Vincent",de,"heiß (Temperatur)"
f08be52044cfcb06,"Vincent",de,"helfen"
9201c0ec4908ab07,"Vincent",de,"hell"
7c604a5d4e4bba6b,"Vincent",de,"Hemd"
42cfe38ed2a56d14,"Vincent",de,"Herbst"
48e2442633afcfe1,"Vincent",de,"Herkunftsort, Heimat"
f60f1911bf8028b2,"Vincent",de,"Herr Lehrer, darf ich eine Frage stellen?"
ea62a1c0b2dcaea6,"Vincent",de,"heute"
b366bfb3606172fd,"Vincent",de,"heute (kein Partikel)"
1f69a359fcbf94f2,"Vincent",de,"Heute ist es kälter als gestern."
9cceb2a89f3202f1,"Vincent",de,"Heute ist es nicht so heiß wie gestern."
7981d6090aeb5b28,"Vincent",de,"Heute ist es wärmer als gestern."
5059b7b297de6925,"Vincent",de,"Heute Morgen ist es kälter als gestern."
30e05b3f23bd1863,"Vincent",de,"Heute Morgen war es am kältesten."
e721ccf9e3972fc2,"Vincent",de,"Hier entlang, bitte. Hier ist die Speisekarte."
5d9908a7cc727a8c,"Vincent",de,"Hier wau-wau, da wau-wau"
bdd3d0990d089d8b,"Vincent",de,"Himmel"
7bb8efecbacd0343,"Vincent",de,"hinten"
31845020d0ebf46c,"Vincent",de,"Hmm, gut. Zwanzig Euro sind in Ordnung."
a5f71585827a6f5d,"Vincent",de,"Hmm, vielleicht etwas zu auffällig."
2689188223d23605,"Vincent",de,"Hmm, wie wäre es mit fünfundzwanzig Euro?"
d3c4cc31c80da481,"Vincent",de,"hoch"
647ee1e05fc1c873,"Vincent",de,"hoch über der Welt"
ece6d647bd502f47,"Vincent",de,"Hof"
24e270ea3e562576,"Vincent",de,"Höfliche Sie-Form: Verb und Sie tauschen die Reihenfolge (Sie gehen → Gehen Sie!)."
e08a42c3d8ffeb74,"Vincent",de,"Höhe"
29656a836b0b4e63,"Vincent",de,"Höhle"
04f1024b621259a0,"Vincent",de,"holen"
851ae4607ca4baf7,"Vincent",de,"hören"
b852b468e4300baa,"Vincent",de,"Horizont"
ecd047ce970c108a,"Vincent",de,"Hörst du nicht die Glocken?"
8eab5382482dc5ac,"Vincent",de,"Hose"
93a95863149f47b0,"Vincent",de,"Hotel"
13aa840cae83c55d,"Vincent",de,"hübsch, gepflegt"
fe4a55fadbadd2be,"Vincent",de,"Hügel"
ff05b8ffe2afef0a,"Vincent",de,"Huhn"
e0101a26190a9059,"Vincent",de,"Hund"
6aefad40a8e37ec4,"Vincent",de,"Hunger"
4cd260c4c2b055d5,"Vincent",de,"hungrig werden (おなかが すく)"
8b0da3b590a8413b,"Vincent",de,"Husten"
bbd8fef6b7e9bfe2,"Vincent",de,"Hut"
0a1f3a9441bb8dbe,"Vincent",de,"Hut, Mütze"
